0	0	2591700	1
0	0	1539300	1
2188800	0	2591700	1
0	0	2591700	8
0	0	2188500	1
0	0	2591700	8
2290500	0	2292300	1
0	0	2591700	8
2281200	0	2300100	1
0	0	2591700	8
225300	0	226200	1
0	0	2591700	8
1102800	0	1103700	1
0	0	2591700	8
1261200	0	1262400	1
0	0	2591700	8
457800	0	459900	1
0	0	2591700	8
622500	0	628200	1
0	0	2591700	8
1248600	0	1251000	1
0	0	2591700	8
1806000	0	1806900	1
2037900	0	2591700	8
1719000	0	1830900	1
393900	0	2591700	8
897900	0	915600	1
0	0	2591700	8
2160600	0	2161500	1
0	0	2591700	8
1415400	0	1417500	1
0	0	2591700	8
322200	0	324000	1
0	0	2591700	8
984000	0	1057800	1
0	0	2591700	8
1066800	0	1077600	1
0	0	2591700	8
1585200	0	1586100	1
0	0	2591700	8
959700	0	966900	1
0	0	2591700	8
1322100	0	1323300	1
0	0	2591700	8
2119500	0	2120400	1
0	0	2591700	8
1219500	0	1221300	1
0	0	2591700	8
1332300	0	1333500	1
0	0	2591700	8
2020800	0	2045100	1
0	0	2591700	8
643200	0	729600	1
0	0	2591700	4
1309800	0	1368600	1
0	0	2591700	4
586500	0	594600	1
0	0	2591700	4
1407300	0	1432200	1
0	0	2591700	4
2109900	0	2123700	1
0	0	2591700	4
257100	0	258000	1
0	0	2591700	4
1797300	0	1798200	1
0	0	2591700	4
220500	0	222600	1
0	0	2591700	4
1169100	0	1169700	1
0	0	2591700	8
1696500	0	1829700	1
0	0	2591700	8
302700	0	303600	1
0	0	2591700	8
82500	0	84600	1
0	0	2591700	8
1879500	0	1932900	1
0	0	2591700	8
1758900	0	1803000	1
0	0	2591700	8
2461500	0	2462400	1
0	0	2591700	8
845100	0	846900	1
0	0	2591700	8
2397900	0	2466300	1
0	0	2591700	8
244800	0	245700	1
0	0	2591700	8
2465400	0	2466300	1
0	0	2591700	8
933900	0	935100	1
0	0	2591700	8
896100	0	898200	1
0	0	2591700	8
456900	0	459300	1
0	0	2591700	8
1353000	0	1356600	1
0	0	393600	8
512700	0	513600	1
0	0	2591700	8
809700	0	811500	1
0	0	2591700	8
2493000	0	2511900	1
0	0	2591700	8
1231500	0	1308000	1
1014000	0	2591700	8
304200	0	305400	1
393900	0	1010400	8
1471200	0	1484100	1
0	0	2591700	8
45300	0	48900	1
0	0	2591700	8
1845300	0	1847700	1
0	0	2151900	8
253800	0	255300	1
0	0	2591700	8
302400	0	303600	1
2331000	0	2591700	8
597000	0	599700	1
