0	0	800085	1
0	0	196858	2
0	0	1543723	1
0	0	938918	8
0	0	1543723	8
0	0	3903	2
0	0	719675	1
0	0	1543723	2
0	0	1543723	4
0	0	938918	8
0	0	1543723	8
0	0	766117	4
0	0	938918	8
7	0	938911	8
7	0	938911	8
7	0	1543715	8
7	0	1543715	1
1197	0	283	1
2999	0	241	1
4766	0	1117	2
4797	0	210	1
6565	0	1058	2
6597	0	221	1
8365	0	1058	2
8398	0	253	1
10165	0	1058	2
10196	0	231	1
11965	0	1058	2
11998	0	241	1
13765	0	1118	2
13798	0	274	1
15566	0	1117	2
15598	0	242	1
17365	0	1058	2
17398	0	230	1
19114	0	28379	4
19166	0	1117	2
19197	0	264	1
19232	0	28266	4
20965	0	1118	2
20998	0	180	1
22765	0	1118	2
22797	0	100	1
24565	0	1119	2
24596	0	212	1
26365	0	2798	2
26397	0	100	1
28198	0	202	1
29965	0	1118	2
29997	0	100	1
31765	0	1058	2
31798	0	282	1
33565	0	2745	2
33598	0	263	1
35398	0	212	1
36557	0	184	1
36951	0	124370	1
37197	0	1093	2
37198	0	294	1
38996	0	1094	2
38999	0	212	1
40798	0	1092	2
40799	0	241	1
42597	0	1093	2
42599	0	232	1
44397	0	1093	2
44398	0	270	1
46197	0	1153	2
46198	0	284	1
47997	0	1213	2
48000	0	181	1
49796	0	1094	2
49799	0	222	1
50117	0	304	1
50118	0	825	1
50118	0	243	1
50119	0	320	1
50119	0	244	1
50119	0	829	1
50119	0	828	1
50119	0	250	1
50119	0	822	1
50119	0	822	1
50119	0	822	1
50119	0	822	1
50119	0	1864	1
50119	0	247	1
50120	0	1848	1
50272	0	673	1
50273	0	668	1
50389	0	551	1
50391	0	550	1
50394	0	547	1
50396	0	544	1
50450	0	490	1
50465	0	477	1
51597	0	19033	2
51598	0	212	1
52806	0	539	1
52812	0	527	1
52813	0	340	1
52813	0	771	1
52813	0	370	1
52813	0	563	1
52813	0	381	1
52813	0	314	1
52813	0	532	1
52813	0	300	1
52813	0	532	1
52814	0	283	1
52814	0	531	1
52814	0	61085	1
52814	0	315	1
52970	0	370	1
53129	0	301	1
53140	0	353	1
53155	0	412	1
53158	0	287	1
53185	0	275	1
53211	0	280	1
53221	0	293	1
53398	0	284	1
53737	0	355	1
53737	0	807	1
53737	0	807	1
53737	0	807	1
53737	0	807	1
53737	0	807	1
53737	0	531	1
53739	0	806	1
53739	0	805	1
53739	0	867	1
53740	0	805	1
53742	0	803	1
53742	0	803	1
53742	0	802	1
53742	0	60140	1
53905	0	639	1
54126	0	418	1
54302	0	397	1
54741	0	1005	1
54741	0	1003	1
54741	0	1003	1
54741	0	1004	1
54741	0	1005	1
54741	0	1002	1
54741	0	1004	1
54741	0	1003	1
54741	0	1004	1
54741	0	1003	1
54741	0	1003	1
54742	0	1001	1
54742	0	1003	1
54742	0	1001	1
54746	0	998	1
55197	0	234	1
56998	0	221	1
58423	0	1485300	2
58798	0	221	1
60598	0	221	1
62397	0	284	1
63175	0	239	1
63406	0	1480317	1
63406	0	1480315	1
63406	0	1480316	1
63406	0	1480315	1
64197	0	295	1
65999	0	337	1
67796	0	305	1
67894	0	46027	1
67968	0	45912	1
68026	0	311	1
68172	0	782	1
69085	0	581	1
69202	0	692	1
69324	0	341	1
69598	0	274	1
69697	0	1046	1
69697	0	1045	1
69697	0	1045	1
69697	0	1047	1
69697	0	1047	1
69697	0	257	1
69697	0	1046	1
69697	0	1045	1
69697	0	1046	1
69697	0	1046	1
69697	0	1045	1
69697	0	1045	1
69699	0	1043	1
69702	0	44197	1
69702	0	44208	1
69867	0	875	1
69871	0	871	1
69985	0	758	1
70297	0	61794	1
70693	0	62812	4
70829	0	62680	2
71397	0	973	2
71399	0	297	1
71527	0	1083	2
73197	0	913	2
73198	0	316	1
73298	0	1620	2
112524	0	1389	1
112524	0	1386	1
112524	0	1171998	1
112524	0	1382	1
112524	0	1397	1
112524	0	1382	1
112524	0	123	1
112524	0	1382	1
112524	0	1389	1
112524	0	145	1
112524	0	1397	1
112524	0	1378	1
112524	0	1382	1
112524	0	1385	1
112524	0	1356	1
112524	0	1386	1
112524	0	21735	4
112524	0	1358	1
112524	0	1356	1
112524	0	607073	1
112524	0	146	1
112524	0	1386	1
112525	0	1377	1
112525	0	1357	1
112525	0	1396	1
112525	0	1374	1
112525	0	1356	1
112525	0	90	1
112525	0	1381	1
112525	0	22	1
112525	0	134	1
112525	0	1385	1
112525	0	1355	1
112525	0	1374	1
112532	0	1381	1
112532	0	1349	1
112532	0	133	1
112532	0	80522	4
112545	0	1361	1
112545	0	1376	1
112570	0	1332	1
112571	0	1328	1
112571	0	1339	1
112571	0	1310	1
112571	0	1331	1
112577	0	1336	1
112641	0	1269	1
112674	0	1225	1
112685	0	1195	1
112692	0	1188	1
112694	0	1188	1
112699	0	1214	1
112699	0	1183	1
112705	0	1054	1
112708	0	1202	1
112713	0	1169	1
112726	0	1191	1
112727	0	1153	1
112729	0	1192	1
112796	0	974	2
112796	0	258	1
113796	0	934	2
113883	0	116	1
114118	0	334	1
114596	0	228	1
114766	0	984	2
115310	0	604287	1
115776	0	994	2
116347	0	822571	1
116394	0	279	1
116776	0	954	2
117618	0	147	1
117736	0	1014	2
118194	0	218	1
118530	0	15467	1
118530	0	15465	1
118654	0	15343	1
118694	0	15306	1
118766	0	1064	2
118776	0	15219	1
118857	0	15143	1
118893	0	15103	1
119016	0	14980	1
119020	0	14976	1
119197	0	14799	1
119786	0	944	2
119994	0	118	1
120313	0	13683	1
120356	0	13641	1
120419	0	13577	1
120478	0	13522	1
120515	0	88	1
120534	0	13463	1
120639	0	13357	1
120735	0	13261	1
120736	0	1014	2
120836	0	13160	1
120933	0	13063	1
121038	0	12962	1
121757	0	1013	2
121795	0	158	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122115	0	816	1
122307	0	126	1
122471	0	262	1
122776	0	1014	2
122782	0	188	1
123594	0	118	1
123796	0	1014	2
124825	0	945	2
124943	0	73	1
125393	0	119	1
125775	0	955	2
126735	0	1015	2
127195	0	118	1
127725	0	1415998	1
127755	0	1015	2
128435	0	61	1
128776	0	954	2
128994	0	118	1
129735	0	1016	2
130756	0	1014	2
130794	0	118	1
131777	0	1013	2
132072	0	379	1
132472	0	9275	1
132594	0	119	1
132796	0	1014	2
133592	0	108	8
133779	0	1805	4
133816	0	1014	2
134394	0	159	1
134836	0	954	2
135796	0	1014	2
136194	0	159	1
136816	0	1014	2
137836	0	1014	2
137994	0	118	1
138856	0	1014	2
139337	0	11233	1
139794	0	118	1
139876	0	954	2
140836	0	1014	2
141594	0	118	1
141856	0	954	2
142816	0	954	2
143394	0	118	1
143776	0	954	2
144736	0	954	2
145193	0	119	1
145696	0	1014	2
146716	0	1014	2
146994	0	118	1
147736	0	954	2
148584	0	1987	1
148696	0	954	2
148793	0	119	1
149656	0	1014	2
150587	0	3111	1
150596	0	118	1
